name	drugbank-id	type	atc	cas	rxcui	unii	uniprot_kb	drugbank-id-2	synonyms	InChI
ILS-920	DB15422	small molecule		892494-07-4		F2D5P81X82				WZFNBQBUDJACCD-AYNOCWQQSA-N
Disaccharide tripeptide glycerol dipalmitoyl	DB15423	small molecule		130114-83-9		6PHSP9EORV				DNUXJWBKTMJNEP-JVSLBXKQSA-N
Bfpet F-18	DB15424	small molecule		863644-14-8		BHG7KQ27XV			18F-TPP	QWPLCHDPESWJRN-FNNGWQQSSA-N
CYC-065	DB15425	small molecule		1070790-89-4		YET2XNU791				DLPIYBKBHMZCJI-WBVHZDCISA-N
Giripladib	DB15426	small molecule		865200-20-0		1W10Q5H7WD			Giripladib	NHHBNHIPCSPSHQ-UHFFFAOYSA-N
Fialuridine	DB15427	small molecule		69123-98-4		53T7IN77LC			Fialuridine	IPVFGAYTKQKGBM-BYPJNBLXSA-N
Vesencumab	DB15428	biotech		1205533-60-3		7SF22186WT			MNRP1685A | Vesencumab	
Thioglycolic acid	DB15429	small molecule		68-11-1		7857H94KHM				CWERGRDVMFNCDR-UHFFFAOYSA-N
Elgemtumab	DB15430	biotech		1512559-37-3		5F1CN52GFM			Elgemtumab	
M-2698	DB15431	small molecule		1379545-95-5		0DXG50I4WD			MSC2363318A	HXAUJHZZPCBFPN-QGZVFWFLSA-N
Pinatuzumab vedotin	DB15432	biotech		1313706-14-7		6KA1906BLC			DCDT2980S | Pinatuzumab vedotin	
AVI-7537	DB15433	biotech				0P93LDFNTU				
Mosunetuzumab	DB15434	biotech		1905409-39-3		LDJ89SS0YG			Mosunetuzumab	
BMS-986158	DB15435	small molecule		1800340-40-2		X8BW0MQ5PI				KGERZPVQIRYWRK-GDLZYMKVSA-N
Glucoraphanin	DB15436	small molecule		1432982-77-8		Q86A197713			4-methylsulfinylbutyl glucosinolate | Glucorafanin | Sulforaphane glucosinolate	GMMLNKINDDUDCF-RFOBZYEESA-N
Rocacetrapib	DB15437	small molecule		1402796-27-3		K9SP3L3YQP			Rocacetrapib	GBHPDJQHZADVAA-SOKVYYICSA-N
Artemin	DB15438	biotech		309758-71-2		ST1KS15P0T			NEUBLASTIN	
Navoximod	DB15439	small molecule		1402837-78-8		926SHL95NC			Navoximod	YGACXVRLDHEXKY-WXRXAMBDSA-N
GSK-3117391	DB15440	small molecule		1018673-42-1		CKA3P0O1VI			GSK3117391	AFDPFLDWOXXHQM-NRFANRHFSA-N
Lulizumab pegol	DB15441	biotech		1421830-13-8		LCT264LTYE			BMS-931699 | Lulizumab pegol	
Trilaciclib	DB15442	small molecule	V03AF12	1374743-00-6	2479690	U6072DO9XG			Trilaciclib	PDGKHKMBHVFCMG-UHFFFAOYSA-N
Lorukafusp alfa	DB15443	biotech		2131168-99-3		PL21OR4LXE			EMD 273063 | HU14.18-IL2 | Lorukafusp alfa	
Elexacaftor	DB15444	small molecule	R07AX32	2216712-66-0	2256951	RRN67GMB0V			Elexacaftor	MVRHVFSOIWFBTE-INIZCTEOSA-N
Iodohippuric acid	DB15445	small molecule		147-58-0	314691	3Y68K91A3M			IODOHIPPURATE	CORFWQGVBFFZHF-UHFFFAOYSA-N
Vidofludimus	DB15446	small molecule		717824-30-1	314691	8Y1PJ3VG81			Vidofludimus	XPRDUGXOWVXZLL-UHFFFAOYSA-N
Setogepram	DB15447	small molecule		1002101-19-0	314691	879OVM0Y1S				PEGQOIGYZLJMIB-UHFFFAOYSA-N
Acumapimod	DB15448	small molecule		836683-15-9	314691	2F16KW647L			Acumapimod	VGUSQKZDZHAAEE-UHFFFAOYSA-N
Citarinostat	DB15449	small molecule		1316215-12-9	314691	441P620G3P			Citarinostat	VLIUIBXPEDFJRF-UHFFFAOYSA-N
PF-05105679	DB15450	small molecule		1398583-31-7	314691	F2B10OFV7Y				BXNMZRPTQFVRFA-QGZVFWFLSA-N
SOBI-003	DB15451	biotech				ZS87P77DQC				
Technetium Tc-99m epratuzumab	DB15452	biotech				E6G32D6WP9			TECHNETIUM TC 99M EPRATUZUMAB	
Naratuximab emtansine	DB15453	biotech		1607824-64-5		WE1X5A83B9			Naratuximab emtansine	
Cenersen	DB15455	biotech		415168-49-9		K6KJ8AZ05F			Cenersen	
Vericiguat	DB15456	small molecule	C01DX22	1350653-20-1	2475830	LV66ADM269			Vericiguat | Vériciguat | Vericiguatum	QZFHIXARHDBPBY-UHFFFAOYSA-N
Snubh-nm-333 F-18	DB15457	small molecule		1226795-18-1	2475830	I8WEG59XVM			SNUBH-NM-333(18F)	QLWFXLJVGCECSV-HUYCHCPVSA-N
Norleucine	DB15458	small molecule		327-57-1	2475830	832C8OV84S			L-NORLEUCINE	LRQKBLKVPFOOQJ-YFKPBYRVSA-N
AGG-523	DB15460	small molecule		920289-29-8		WO23I2827Q				JWQMTWCFNZSLNR-DEOSSOPVSA-N
Yersinia pestis 195/p antigen (formaldehyde inactivated)	DB15461	biotech				G10832YT0L			PLAGUE VACCINE	
Fucoxanthin	DB15462	small molecule		3351-86-8		06O0TC0VSM				SJWWTRQNNRNTPU-XJUZQKKNSA-N
Belzutifan	DB15463	small molecule	L01XX74	1672668-24-4	2567226	7K28NB895L			Belzutifan	LOMMPXLFBTZENJ-ZACQAIPSSA-N
Urolithin A	DB15464	small molecule		1143-70-0	2567226	ILJ8NEF6DT			3,8-Dihydroxyurolithin | 3,8-Hydroxydibenzo-alpha-pyrone	RIUPLDUFZCXCHM-UHFFFAOYSA-N
Benzhydrocodone	DB15465	small molecule		1259440-61-3	2001352	75MS0AAZ9I			Benzhydrocodone	VPMRSLWWUXNYRY-NDOYXKHWSA-N
Tallimustine	DB15466	small molecule		115308-98-0	2001352	71193OXG6S			Tallimustine	ARKYUICTMUZVEW-UHFFFAOYSA-N
Cinoxate	DB15467	small molecule		104-28-9	288262	5437O7N5BH			2-Ethoxyethyl-p-methoxycinnamate | Cinoxate | Cinoxato | Cinoxatum	CMDKPGRTAQVGFQ-RMKNXTFCSA-N
Iscotrizinol	DB15468	small molecule		154702-15-5	2602134	2UTZ0QC864			Iscotrizinol	OSCJHTSDLYVCQC-UHFFFAOYSA-N
Octyl triazone	DB15469	small molecule		88122-99-0	1314657	XQN8R9SAK4				JGUMTYWKIBJSTN-UHFFFAOYSA-N
Minretumomab	DB15470	biotech		195189-17-4		235435CH6L			CC49 monoclonal antibody | Minretumomab | Monoclonal antibody CC49	
Zanidatamab	DB15471	biotech		2169946-15-8		Z20OC92TDI				
Zanidatamab zovodotin	DB15472	biotech		2329698-82-8		HKH2GV9PVO			anti-HER2 x HER2 ADC	
Haemagglutinin-strain B (Victoria-like)	DB15473	biotech							Haemagglutinin-strain B (Victoria)	
Haemagglutinin-strain B (Yamagata-like)	DB15474	biotech							Haemagglutinin-strain B (Yamagata)	
Haemagglutinin-strain A(H3N2)	DB15475	biotech							Haemagglutinin-strain A (H3N2)	
Haemagglutinin-strain A(H1N1)	DB15476	biotech							Haemagglutinin-strain A (H1N1)	
Alloin	DB15477	small molecule		8015-61-0	17354	W41H6S09F4			Aloin | Aloin, Cape | Aloin, curaco	AFHJQYHRLPMKHU-CGISPIQUSA-N
Frangula purshiana bark	DB15478	biotech		8015-89-2	1350209	4VBP01X99F			Aromatic cascara fluidextract | Aromatic cascara sagrada fluid extract | Bearberry bark | Carscara bitterless extract | Cascara bitterless bark extract | Cascara buckthorn bark | Cascara fluidextract, aromatic | Cascara sagrada | Cascara sagrada bark | Cascara sagrada extract | Cascara sagrada fluidextract | Chittambark | Chittem bark | Frangula purshiana bark | Frangula purshiana bark extract | Pursh's buckthorn bark | Rhamni purshianae cortex | Rhamnus purshiana | Rhamnus purshiana bark | Rhamnus purshiana bark dry extract | Rhamnus purshiana bark extract | Rhamnus purshiana stem bark | Sacred bark	
Zirconium chloride hydroxide	DB15479	small molecule		10119-31-0	1350209	R7EF6G80G1			Zirconium chlorohydrate | Zirconium hydroxychloride | Zirconyl hydroxychloride	BLKLTTCUAPDQEG-UHFFFAOYSA-L
Resorcinol monoacetate	DB15480	small molecule		102-29-4	2106739	YL6O37RD1S			Resorcinol acetate | Resorcinol monoacetate	ZZPKZRHERLGEKA-UHFFFAOYSA-N
Fish liver oil	DB15481	biotech		8009-00-5		BN5IO4652Q			Oils, fish-liver	
Haemagglutinin-strain B	DB15482	biotech								
Modified vaccinia ankara	DB15483	biotech			1668221	TU8J357395			Modified Vaccinia Virus (Ankara-Bavarian Nordic) | MVA | MVA-BN | Vaccinia strain modified ankara	
Vibrio cholerae Inaba 6973 El Tor biotype, formalin inactivated	DB15484	biotech								
Vibrio cholerae Inaba 48 classical biotype, heat inactivated	DB15485	biotech								
Vibrio cholerae Ogawa 50 classical biotype, heat inactivated	DB15486	biotech								
Vibrio cholerae Ogawa 50 classical biotype, formalin inactivated	DB15487	biotech								
Echinacoside	DB15488	small molecule		82854-37-3		I04O1DT48T				FSBUXLDOLNLABB-ISAKITKMSA-N
Mexazolam	DB15489	small molecule	N05BA25	31868-18-5		S5969B6237			Mexazolam | Mexazolamum	ANUCDXCTICZJRH-UHFFFAOYSA-N
Zuranolone	DB15490	small molecule		1632051-40-1		7ZW49N180B			Zuranolone	HARRKNSQXBRBGZ-GVKWWOCJSA-N
Oxazolam	DB15491	small molecule		24143-17-7		1V2WI2NA1C			Oxazolam | Oxazolamum | Oxazolazepam	VCCZBYPHZRWKFY-UHFFFAOYSA-N
Eticlopride	DB15492	small molecule		84226-12-0		J8M468HBH4			Eticloprida | Eticlopride | Eticlopridum	AADCDMQTJNYOSS-LBPRGKRZSA-N
Cambinol	DB15493	small molecule		14513-15-6		8S2PHY4FNC				RVNSQVIUFZVNAU-UHFFFAOYSA-N
Edotreotide gallium Ga-68	DB15494	small molecule	V09IX09	2101630-92-4	2199391	Y68179SY2L			Edotreotide Gallium Ga-68 | Gallium (68Ga) edotreotide | Gallium edotreotide Ga-68 | Gallium Ga 68-dotatoc | Gallium Ga 68-edotreotide | Gallium Ga-68 edotreotide	PZBPHYLKIMOZPR-FIYGWYQWSA-K
Rocaglamide	DB15495	small molecule		84573-16-0	2199391	FRG4N852F7				DAPAQENNNINUPW-IDAMAFBJSA-N
Didesmethylrocaglamide	DB15496	small molecule			2199391				RocB	RMNPQEWLGQURNX-PXIJUOARSA-N
Smallpox and Monkeypox Vaccine, Live, Non-replicating	DB15497	biotech								
BOS172722	DB15498	small molecule		1578245-44-9						SGWLRDAOCLITOM-UHFFFAOYSA-N
Cerdulatinib	DB15499	small molecule		1198300-79-6		D1LXQ45S1O			4-(cyclopropylamino)-2-((4-(4-(ethanesulfonyl)piperazin-1-yl)phenyl)amino)pyrimidine-5-carboxamide | 5-pyrimidinecarboxamide, 4-(cyclopropylamino)-2-((4-(4-(ethylsulfonyl)-1-piperazinyl)phenyl)amino)- | Cerdulatinib	BGLPECHZZQDNCD-UHFFFAOYSA-N
Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated)	DB15500	biotech				0QK4U2V88L				
Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (propiolactone inactivated)	DB15501	biotech				AL8G7D406D				
Baccharis sarothroides whole	DB15502	biotech				C94X53K2GW			Baccharis sarothroides a.gray | Baccharis sarothroides whole | Broom baccharis whole | Desert broom whole | Desertbroom whole	
Amaranthus hybridus pollen	DB15503	biotech				EK7F0414PI			AE-amaranth, green, pollen | AE-pigweed, green, pollen | Amaranthus chlorostachys pollen | Amaranthus hybridus pollen | Amaranthus hybridus pollen extract | Amaranthus incurvatus pollen | Amaranthus patulus pollen | Green amaranth pollen | Green pigweed pollen | Slim amaranth pollen | Smooth amaranth pollen | Smooth pigweed pollen	
Acacia dealbata pollen	DB15504	biotech				L16Z5HLP8V			Acacia affinis pollen | Acacia dealbata pollen | Acacia decurrens var. dealbata pollen | Acacia derwentii pollen | Acacia puberula pollen | AE-acacia, dealbata, pollen | Mimosa pollen | Racosperma dealbatum pollen | Silver wattle pollen	
Influenza A virus A/Idaho/07/2018 (H1N1) antigen (MDCK cell derived, propiolactone inactivated	DB15505	biotech								
Influenza A virus A/Indiana/08/2018 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)	DB15506	biotech				Z5EJE3EP8T				
Influenza B virus B/Singapore/INFTT-16-0610/2016 antigen (MDCK cell derived, propiolactone inactivated)	DB15507	biotech				G4VX46P9M6				
Influenza B virus B/Iowa/06/2017 antigen (MDCK cell derived, propiolactone inactivated)	DB15508	biotech				CA1YT4NE3M				
Alnus serrulata pollen	DB15509	biotech				390VZ1D0L5			Alnus autumnalis pollen | Alnus latifolia pollen | Alnus macrophylla pollen | Alnus noveboracensis pollen | Alnus oblongata pollen | Alnus serrulata pollen	
Prosopis velutina seed	DB15510	biotech				R0120Z3YIC			Neltuma velutina seed | Prosopis velutina seed | Velvet mesquite seed	
Gibberella fujikuroi	DB15511	biotech			2043450	815V716OR2			AE-fusarium moniliforme | Alysidium verticillioides | Fusarium fujikuroi | Fusarium moniliforme | Fusarium verticillioides | Gibberella fujikuroi | Gibberella fujikuroi whole | Gibberella moniliformis | Lisea fujikuroi | Molds, rusts and smuts, fusarium moniliforme | Oospora verticillioides	
Mucor circinelloides f. circinelloides	DB15512	biotech				48Z8OUT98B			Calyptromyces circinelloides | Circinomucor circinelloides | Molds, rusts and smuts, mucor circinelloides f. circinelloides | Mucor alternans | Mucor ambiguus | Mucor circinelloides f. circinelloides | Mucor circinelloides f. circinelloides whole | Mucor circinelloides forma circinelloides | Mucor circinelloides var. mandshuricus | Mucor dubius | Mucor griseoroseus | Mucor javanicus | Mucor mandshuricus | Mucor prainii | Mucor ramificus | Rhizomucor circinelloides f. circinelloides	
Influenza A virus A/Switzerland/3330/2017 (H1N1) live (attenuated) antigen	DB15513	biotech				05UZ60BGC7				
Influenza A virus A/Kansas/14/2017 (H3N2) live (attenuated) antigen	DB15514	biotech				481B6U9IO3				
Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (formaldehyde inactivated)	DB15515	biotech				XW4JB03TI5				
Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (formaldehyde inactivated)	DB15516	biotech				3NZW5ND3D6				
Influenza A virus A/Brisbane/02/2018 (H1N1) recombinant hemagglutinin antigen	DB15517	biotech				DC4ELG1BFZ				
Influenza A virus A/Kansas/14/2017 (H3N2) recombinant hemagglutinin antigen	DB15518	biotech				I282A48KKK				
Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (UV, formaldehyde inactivated)	DB15519	biotech				Y8O4RY7EEM				
Influenza A virus A/Kansas/14/2017 X-327 (H3N2) antigen (UV, formaldehyde inactivated)	DB15520	biotech				IBB8KGB0WJ				
Cyd dengue virus serotype 1 live (attenuated) antigen	DB15521	biotech				75KB2HPX5H				
Cyd dengue virus serotype 2 live (attenuated) antigen	DB15522	biotech				FH5SVG7GLC				
Cyd dengue virus serotype 3 live (attenuated) antigen	DB15523	biotech				RHT2Q37FYG				
Cyd dengue virus serotype 4 live (attenuated) antigen	DB15524	biotech				RS26HP5ND2				
Mucor circinelloides f. lusitanicus	DB15525	biotech				0J0X819B3C			Molds, rusts and smuts, mucor circinelloides f. lusitanicus | Mucor circinelloides f. lusitanicus | Mucor circinelloides f. lusitanicus whole | Mucor circinelloides forma lusitanicus | Mucor griseolilacinus | Mucor jauchae | Mucor lusitanicus | Mucor racemosus var. lusitanicus | Mucor zeicolus | Rhizomucor circinelloides f. lusitanicus	
Eurotium amstelodami	DB15526	biotech				D932NLL87Z			AE-aspergillus amsterdami | Aspergillus amstelodami | Aspergillus vitis | Eurotium amstelodami | Eurotium amstelodami whole | Eurotium vitis | Molds, rusts and smuts, aspergillus amsterdami	
Umirolimus	DB15527	small molecule		851536-75-9	1942479	U36PGF65JH			42-O-(2-ethoxyethyl) rapamycin | Biolimus A9 | Umirolimus	YYSFXUWWPNHNAZ-PKJQJFMNSA-N
Onasemnogene abeparvovec	DB15528	biotech	M09AX09	1922968-73-7	2170226	MLU3LU3EVV			Onasemnogene abeparvovec | onasemnogene abeparvovec-xioi	
Leucanthemum vulgare pollen	DB15529	biotech				H9E0IX4MOX			AE-daisy, ox-eye, pollen | Chrysanthemum leucanthemum pollen | Leucanthemum leucanthemum pollen | Leucanthemum vulgare pollen | Ox-eye daisy pollen | Oxeye daisy pollen	
Trifolium pratense pollen	DB15530	biotech				3SNK70F46Y				
Silk sericin	DB15531	biotech		1190590-38-5		0N1VMU8G9W			Sericin | Sericin (from silkworm) | Sericin (silkworm) | Silk sericins	
Madecassoside	DB15532	small molecule		34540-22-2	87855	CQ2F5O6YIY			Asiaticoside A | Redermic	BNMGUJRJUUDLHW-HCZMHFOYSA-N
Calcium sulfate	DB15533	small molecule		7778-18-9	1925	E934B3V59H			Anhydrous gypsum | Calcium sulfate, anhydrous | Calcium sulphate	OSGAYBCDTDRGGQ-UHFFFAOYSA-L
Colchiceine	DB15534	small molecule		477-27-0	2174385	HJ30158L57			O-Demethylcolchicine | O10-Demethylcolchicine	PRGILOMAMBLWNG-UHFFFAOYSA-N
Cuprous chloride	DB15535	small molecule		7758-89-6	1423796	C955P95064			Copper monochloride | Copper(1+) chloride | Dicopper dichloride	OXBLHERUFWYNTN-UHFFFAOYSA-M
Ferric chloride	DB15536	small molecule		7705-08-0	24898	U38V3ZVV3V			Ferric chloride, anhydrous | Iron (III) chloride | Iron chloride | Iron perchloride	RBTARNINKXHZNM-UHFFFAOYSA-K
Eucalyptus gum	DB15537	biotech		9000-20-8	1541731	72T9EZC2VX			Eucalyptus | Eucalyptus globulus resin | Eucalyptus gum | Eucalyptus kino | Kino australiensis | Kino, eucalyptus | Red gum | Resins, eucalyptus	
Sea scallop	DB15538	biotech			1426396	BY65V9YV1I			Placopecten magellanicus flesh | Placopecten magellanicus muscle | Scallop (placopecten magellanicus) | Sea scallop | Sea scallop flesh	
Northern brown shrimp	DB15539	biotech			2102481	TJH4LL437H			Farfantepenaeus aztecus flesh | Farfantepenaeus aztecus muscle | Northern brown shrimp | Penaeus aztecus flesh | Penaeus brasiliensis aztecus flesh | Red shrimp | Redtail shrimp | Shrimp (farfantepenaeus aztecus)	
Rainbow trout	DB15540	biotech			2102483	P4M52SZ8L6			Baja california rainbow trout | Coast angel trout | Coast rainbow trout | Fario gairdneri flesh | Kamchatka steelhead | Kamchatka trout | Kamloops trout | Oncorhynchus mykiss flesh | Oncorhynchus mykiss muscle | Rainbow trout | Rainbow trout flesh | Salmo gairdneri flesh | Salmo gairdnerii flesh | Salmo gilberti flesh | Salmo iridea flesh | Salmo irideus flesh | Salmo kamloops flesh | Salmo masoni flesh | Salmo mykiss flesh | Salmo nelsoni flesh | Salmo penshinensis flesh | Salmo purpuratus flesh | Salmo truncatus flesh | Steelhead | Steelhead trout | Trout, rainbow | Trutta iridea flesh	
Yellowfin tuna	DB15541	biotech			2102488	12ZC3K09X7			Allison tuna | Allison's tuna | Atlantic yellowfin tuna | Autumn albacore | Germo albacares flesh | Germo albacora flesh | Germo allisoni flesh | Germo argentivittatus flesh | Germo itosibi flesh | Germo macropterus flesh | Kishincella zacalles flesh | Kishinoella zacalles flesh | Long fin tunny | Neothunnus albacares flesh | Neothunnus albacora flesh | Neothunnus allisoni flesh | Neothunnus argentivittatus flesh | Neothunnus brevipinna flesh | Neothunnus catalinae flesh | Neothunnus itosibi flesh | Neothunnus macropterus flesh | Orcynus albacora flesh | Orcynus macropterus flesh | Orcynus subulatus flesh | Pacific long-tailed tuna | Scomber albacares flesh | Scomber albacorus flesh | Scomber sloanei flesh | Semathunnus guildi flesh | Semathunnus itosibi flesh | Thunnus albacares flesh | Thunnus albacares muscle | Thunnus albacarres flesh | Thunnus albacora flesh | Thunnus albacores flesh | Thunnus allisoni flesh | Thunnus argentivittatus flesh | Thunnus catalinae flesh | Thunnus itosibi flesh | Thunnus macropterus flesh | Thunnus zacalles flesh | Thunus albacares flesh | Thynnus albacora flesh | Thynnus argentivittatus flesh | Thynnus macropterus flesh | Tuna (thunnus albacares) | Yellow-fin tuna fish | Yellowfin tuna | Yellowfin tuna flesh | Yellowfin tunny | Yellowfinned albacore	
Atlantic mackerel	DB15542	biotech			2198984	HO615U86UJ			AE-mackeral | Atlantic mackerel | Atlantic mackerel flesh | Fish, mackerel, atlantic, raw | Mackerel (scomber scombrus) | Mackerel allergenic extract | Mackerel,atlantic,raw | Scomber glauciscus flesh | Scomber scomber flesh | Scomber scombrus flesh | Scomber scombrus muscle | Scomber scriptus flesh | Scomber vernalis flesh | Scomber vulgaris flesh	
Pacific ocean perch	DB15543	biotech			2102486	81369ZC3RW			Longjaw rockfish | Ocean perch (sebastes alutus) | Pacific ocean perch | Pacific ocean perch flesh | Sebastes alutus flesh | Sebastes alutus muscle | Sebastichthys alutus flesh | Sebastodes alutus flesh	
Myristica fragrans fruit	DB15544	biotech				GOO22BTU71			Mace fruit | Myristica aromatica fruit | Myristica fragrans fruit | Myristica moschata fruit | Myristica officinalis fruit | Nutmeg fruit	
Pisum sativum whole	DB15545	biotech				J21YE3W98E			Garden pea whole | Lathyrus oleraceus whole | Pisum abyssinicum whole | Pisum album whole | Pisum arvense whole | Pisum biflorum whole | Pisum elatius whole | Pisum leptolobum whole | Pisum quadratum whole | Pisum ramulare whole | Pisum saccharatum whole | Pisum sativum l. | Pisum sativum whole | Pisum thebaicum whole | Pisum umbellatum whole | Pisum vulgare whole	
Skim milk	DB15546	biotech			1310587	6A001Y4M5A			Bos taurus milk, fat removed | Cow milk defatted | Cow milk, fat removed | Cow milk, skim | Cow's milk, fat removed | Lac defloratum | Milk powder | Milk solids | Milk, pasteurized, defatted | Milk,concentrated sweet skim | Milk,nonfat | Milk,nonfat dry | Milk,processed nonfat dry | Nonfat dry milk | Nonfat milk | Skim milk | Skim milk, cow	
Black sea bass	DB15547	biotech			2102474	0YJW8KYT51			Black sea bass | Black sea bass flesh | Blackfish | Centropristis melana flesh | Centropristis melanus flesh | Centropristis striata flesh | Centropristis striata muscle | Labrus striatus flesh | Sea bass (centropristis striata)	
Channel catfish	DB15548	biotech			2102475	FIX499R7DR			Catfish (ictalurus punctatus) | Catfish,channel,farmed,raw | Catfish,channel,wild,raw | Channel catfish | Channel catfish flesh | Fish, catfish, channel, farmed, raw | Fish, catfish, channel, wild, raw | Graceful catfish | Graceful catfish flesh | Ictalurus punctatus flesh | Ictalurus punctatus muscle | Lake catfish | Silurus punctatus flesh | Spotted cat	
Atlantic halibut	DB15549	biotech			2261370	7E34E106BO			AE-halibut | Atlantic halibut | Atlantic halibut flesh | Atlantic halibut preparation | Halibut (hippoglossus hippoglossus) | Hippoglossus americanus flesh | Hippoglossus gigas flesh | Hippoglossus hippoglossus flesh | Hippoglossus hippoglossus muscle | Hippoglossus linnei flesh | Hippoglossus maximus flesh | Hippoglossus vulgaris flesh | Pleuronectes hippoglossus flesh	
Pradefovir	DB15550	small molecule		625095-60-5	2261370	GZE85Q9Q61			Pradefovir	GWNHAOBXDGOXRR-HJFSHJIFSA-N
Leptazoline A	DB15551	small molecule								ZFAIHGMUJXZHDW-ISROVCFRSA-N
Leptazoline B	DB15552	small molecule								DQWZJXAZNNVHLN-MBTXQYBYSA-N
Leptazoline C	DB15553	small molecule								HYNVCGWXNJDHLB-HNBZJPLGSA-N
Leptazoline D	DB15554	small molecule								XXWREFOKTUTPHF-ISTUKMMPSA-N
Magnesium malate	DB15555	small molecule		869-06-7	283578	LA9X9UJA2Z				JFQQIWNDAXACSR-UHFFFAOYSA-L
Zinc glycinate citrate	DB15556	small molecule		955009-96-8	1306062	H3472PJ7YA				AORYXJPNCRHPND-UHFFFAOYSA-L
24-Homo-1,25-dihydroxyvitamin D3	DB15557	small molecule		103656-40-2	1423458	F35KTH803S			24-Homo-calcitriol	WKTIGYIYJKESCJ-JJWMBMNSSA-N
Imalumab	DB15558	biotech		1430205-07-4		22F97PC79G			Imalumab | Immunoglobulin g1-kappa, anti-(homo sapiens mif (macrophage migration inhibitory factor, glycosylation-inhibiting factor, glif, gif)), homo sapiens monoclonal antibody	
Zenocutuzumab	DB15559	biotech		1969309-56-5		AE72RB1W1X			Immunoglobulin g1, bispecific, anti-(human epidermal growth factor receptors, her2 and her3) (humanized clone mcla-128 .gamma.1-chain), disulfide with humanized clone mcla-128 light chain, dimer | Mcla-128 (igg1 bispecific antibody with enhanced antibody-dependent cell-mediated cytotoxicity (adcc) activity targeting her2 and her3 receptors.) | Zenocutuzumab	
Reloxaliase	DB15560	biotech		202011-67-4		48OB405WWC			Oxalate decarboxylase (bacillus subtilis (strain 168)) | Reloxaliase	
Valoctocogene roxaparvovec	DB15561	biotech		1819334-78-5		681K1JDI8M			DNA (synthetic adeno-associated virus 5 vector BMN 270 human blood-coagulation factor VIII SQ variant-specifying) | Valoctocogene roxaparvovec	
Influenza A virus A/North carolina/04/2016 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	DB15562	biotech				0B3AM58J28				
Influenza B virus B/Iowa/06/2017 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	DB15563	biotech				HW5XP554J1				
Influenza B virus B/Singapore/INFTT-16-0610/2016 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	DB15564	biotech				0JXM8X6ZW8				
Cilazaprilat	DB15565	small molecule		90139-06-3		WBL76FH528			Cilazaprilat | Cilazaprilate | Cilazaprilatum	UVAUYSRYXACKSC-ULQDDVLXSA-N
Prednisolone acetate	DB15566	small molecule		52-21-1		8B2807733D		DBSALT000254	Prednisolone acetate	LRJOMUJRLNCICJ-JZYPGELDSA-N
PCLX-001	DB15567	small molecule		1215011-08-7					2,6-Dichloro-N-(1,5-dimethyl-3-(2-methylpropyl)-1H-pyrazol-4-yl)-4-(2-(1-piperazinyl)-4-pyridinyl)benzenesulfonamide	
Adagrasib	DB15568	small molecule		2326521-71-3		8EOO6HQF8Y			((2s)-4-(7-(8-chloronaphthalen-1-yl)-2-(((2s)-1- methylpyrrolidin-2-yl)methoxy)-5,6,7,8- tetrahydropyrido(3,4-d)pyrimidin-4-yl)-1-(2-fluoroprop2-enoyl)piperazin-2-yl)acetonitrile | 2-piperazineacetonitrile, 4-(7-(8-chloro-1-naphthalenyl)-5,6,7,8-tetrahydro-2-(((2s)-1-methyl-2-pyrrolidinyl)methoxy)pyrido(3,4-d)pyrimidin-4-yl)-1-(2-fluoro-1-oxo-2-propen-1-yl)-, (2s)- | KRAS G12C inhibitor MRTX849	PEMUGDMSUDYLHU-ZEQRLZLVSA-N
Sotorasib	DB15569	small molecule	L01XX73	2252403-56-6	2550714	2B2VM6UC8G			6-fluoro-7-(2-fluoro-6-hydroxyphenyl)-(1M)-1-[4-methyl-2-(propan-2-yl)pyridin-3-yl]-4-[(2S)-2- methyl-4-(prop-2-enoyl)piperazin-1-yl]pyrido[2,3-d]pyrimidin-2(1H)-one | Kras G12C inhibitor 9 | Sotorasib	NXQKSXLFSAEQCZ-SFHVURJKSA-N
FLX475	DB15570	small molecule								
(12R)-12-hydroxyeicosapentaenoic acid	DB15571	small molecule		109430-12-8	2261372	78P2ZC128S				MCRJLMXYVFDXLS-IHWYZUJNSA-N
CTX001	DB15572	biotech								
alpha-Pinene	DB15573	small molecule		80-56-8	2362183	JPF3YI7O34			(±)-2-pinene | (±)-α-pinene | 2-pinene | Acintene A | alpha-Pinene | pin-2(3)-ene | α-pinene	GRWFGVWFFZKLTI-UHFFFAOYSA-N
