drugbank-id,assoc_cond
DB00949,Refractory Lennox-Gastaut syndrome
DB00276,Refractory Leukemia
DB00073,Refractory Low Grade Non-Hodgkin's Lymphoma (NHL)
DB08881,Refractory Lung Non-Small Cell Carcinoma
DB00444,"Refractory Lymphoblastic Leukemia, Acute, Childhood"
DB06769,Refractory Mantle Cell Lymphoma
DB09053,Refractory Mantle Cell Lymphoma
DB15699,Refractory Mantle Cell Lymphoma
DB15035,Refractory Marginal Zone Lymphoma
DB00262,Refractory Multiple Myeloma
DB06317,Refractory Multiple Myeloma
DB06603,Refractory Multiple Myeloma
DB09331,Refractory Multiple Myeloma
DB11942,Refractory Multiple Myeloma
DB14811,Refractory Multiple Myeloma
DB16655,Refractory Multiple Myeloma
DB16665,Refractory Multiple Myeloma
DB16738,Refractory Multiple Myeloma
DB12498,Refractory Mycosis Fungoides and Sezary Syndrome
DB15102,Refractory Myeloid/Lymphoid Neoplasms With FGFR1 Rearrangement
DB00853,Refractory Neuroblastoma
DB01030,Refractory Neuroblastoma
DB00262,Refractory Non-Hodgkin's lymphoma
DB00563,Refractory Non-Hodgkin's lymphoma
DB00958,Refractory Non-Hodgkin's lymphoma
DB01073,Refractory Non-Hodgkin's lymphoma
DB06193,Refractory Non-Hodgkin's lymphoma
DB00582,Refractory Oral Candidiasis
DB00949,Refractory Partial Onset Seizures
DB04953,Refractory Partial Onset Seizures
DB05015,Refractory Peripheral T-Cell Lymphoma
DB06813,Refractory Peripheral T-Cell Lymphoma
DB01101,Refractory peritoneal cancer
DB08877,Refractory Polycythemia vera
DB13915,Refractory Primary Mediastinal (Thymic) Large B-Cell Cell Lymphoma
DB09037,Refractory Primary Mediastinal Large B-Cell Cell Lymphoma
DB00859,Refractory Rheumatoid arthritis
DB00773,Refractory Sarcoma
DB00916,Refractory Sinusitis
DB11952,Refractory Small Lymphocytic Lymphoma
DB00349,Refractory Status Epilepticus
DB00563,Refractory Takayasu arteritis
DB00773,Refractory Testicular cancer
DB01229,Refractory Testicular germ cell cancer
DB11300,Refractory to surgical techniques Bleeding
DB00091,Refractory Ulcerative colitis
DB14644,Refractory Uveitis
DB06616,"Refractory, accelerated phase Chronic myelogenous leukemia"
DB04865,"Refractory, accelerated phase Chronic myeloid leukemia"
DB00990,"Refractory, advanced Breast cancer"
DB01259,"Refractory, advanced Breast cancer"
DB01590,"Refractory, advanced Breast cancer"
DB09073,"Refractory, advanced Breast cancer"
DB00853,"Refractory, advanced Mycosis fungoides"
DB00853,"Refractory, advanced Sezary Syndrome"
DB00619,"Refractory, chronic phase Chronic myeloid leukemia"
DB04865,"Refractory, chronic phase Chronic myeloid leukemia"
DB09143,"Refractory, locally advanced Basal cell carcinoma"
DB01248,"Refractory, locally advanced Non small cell lung cancer"
DB09063,"Refractory, locally advanced Non small cell lung cancer"
DB01259,"Refractory, metastatic Breast cancer"
DB08871,"Refractory, metastatic Breast cancer"
DB09073,"Refractory, metastatic Breast cancer"
DB01101,"Refractory, metastatic Colorectal carcinoma"
DB01248,"Refractory, metastatic hormone-refractory Prostate cancer"
DB06772,"Refractory, metastatic hormone-refractory Prostate cancer"
DB01248,"Refractory, metastatic Non small cell lung cancer"
DB09063,"Refractory, metastatic Non small cell lung cancer"
DB11363,"Refractory, metastatic Non small cell lung cancer"
DB01030,"Refractory, metastatic Ovarian cancer"
DB00762,"Refractory, metastatic Pancreatic adenocarcinoma"
DB08916,"Refractory, metastatic squamous cell Non-small cell lung cancer"
DB14973,"Refractory, severe Atopic Dermatitis"
DB15091,"Refractory, severe Atopic Dermatitis"
DB00281,Regional Anesthesia therapy
DB00813,Regional Anesthesia therapy
DB09153,Regional Citrate Anticoagulation (RCA)
DB00297,Regional Enteritis
DB00443,Regional Enteritis
DB00620,Regional Enteritis
DB00635,Regional Enteritis
DB00959,Regional Enteritis
DB01234,Regional Enteritis
DB01380,Regional Enteritis
DB14545,Regional Enteritis
DB14644,Regional Enteritis
DB00297,Regional nerve block therapy
DB00961,Regional nerve block therapy
DB00002,Regionally Advanced Squamous Cell Carcinoma of the Head and Neck
DB13518,Regurgitation
DB00074,Rejection Acute Renal
DB00098,Rejection Acute Renal
DB00541,Relapsed Acute Lymphoblastic Leukemia (ALL)
DB00631,Relapsed Acute Lymphoblastic Leukemia (ALL)
DB00056,Relapsed Acute Myelogenous Leukemia (AML)
DB13874,Relapsed Acute Myelogenous Leukemia (AML)
DB14568,Relapsed Acute Myelogenous Leukemia (AML)
DB16267,Relapsed Acute Myelogenous Leukemia (AML)
DB01169,Relapsed Acute Promyelocytic Leukemia
DB08865,Relapsed Anaplastic Large Cell Lymphoma
DB05889,Relapsed B cell precursor Acute lymphoblastic leukemia
DB09052,Relapsed B cell precursor Acute lymphoblastic leukemia
DB13881,Relapsed B cell precursor Acute lymphoblastic leukemia
DB15699,Relapsed B cell precursor Acute lymphoblastic leukemia
DB09054,Relapsed Chronic Lymphocytic Leukemia
DB11952,Relapsed Chronic Lymphocytic Leukemia
DB09037,Relapsed Classical Hodgkin's Lymphoma
DB13881,Relapsed Diffuse Large B-cell Lymphoma (DLBCL)
DB13915,Relapsed Diffuse Large B-cell Lymphoma (DLBCL)
DB16222,Relapsed Diffuse Large B-cell Lymphoma (DLBCL)
DB16371,Relapsed Diffuse Large B-cell Lymphoma (DLBCL)
DB16582,Relapsed Diffuse Large B-cell Lymphoma (DLBCL)
DB16672,Relapsed Diffuse Large B-cell Lymphoma (DLBCL)
DB11942,Relapsed Diffuse large B-cell lymphoma NOS
DB12240,Relapsed Diffuse large B-cell lymphoma NOS
DB15044,Relapsed Diffuse large B-cell lymphoma NOS
DB16222,Relapsed Diffuse large B-cell lymphoma NOS
DB16371,"Relapsed Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
DB00073,Relapsed follicular B-cell non-Hodgkin's lymphoma
DB00078,Relapsed follicular B-cell non-Hodgkin's lymphoma
DB09054,Relapsed follicular B-cell non-Hodgkin's lymphoma
DB00070,Relapsed Follicular Lymphoma
DB12483,Relapsed Follicular Lymphoma
DB12887,Relapsed Follicular Lymphoma
DB13881,Relapsed Follicular Lymphoma
DB13915,Relapsed Follicular Lymphoma
DB00112,Relapsed Glioblastoma
DB01204,Relapsed Hepatocellular carcinoma
DB13915,Relapsed High Grade B-cell Lymphoma (HGBCL)
DB16222,Relapsed High Grade B-cell Lymphoma (HGBCL)
DB01204,Relapsed Leukemia
DB00073,Relapsed Low Grade Non-Hodgkin's Lymphoma (NHL)
DB01204,Relapsed Lymphomas
DB09053,Relapsed Mantle Cell Lymphoma
DB15699,Relapsed Mantle Cell Lymphoma
DB15035,Relapsed Marginal Zone Lymphoma
DB12498,Relapsed Mycosis Fungoides/Sezary Syndrome
DB15102,Relapsed Myeloid/Lymphoid Neoplasms With FGFR1 Rearrangement
DB12141,Relapsed or Refractory Acute Myeloid Leukemia With FLT3 Activating Mutations
DB15434,Relapsed or Refractory Follicular Lymphoma
DB05015,Relapsed Peripheral T-Cell Lymphoma
DB06813,Relapsed Peripheral T-Cell Lymphoma
DB01030,Relapsed Platinum Sensitive Small Cell Lung Cancer (SCLC)
DB13915,Relapsed Primary Mediastinal Large B-Cell Lymphoma (PMBCL)
DB09054,Relapsed Small Lymphocytic Lymphoma
DB11952,Relapsed Small Lymphocytic Lymphoma
DB12688,Relapsed/Refractory Hairy Cell Leukemia
DB08889,Relapsed/Refractory Multiple Myeloma (RRMM)
DB15719,Relapsed/Refractory Multiple Myeloma (RRMM)
DB16627,Relapsed/Refractory Multiple Myeloma (RRMM)
DB00759,Relapsing Fever
DB01017,Relapsing Fever
DB00254,Relapsing fever caused by Borrelia recurrentis
DB00618,Relapsing fever caused by Borrelia recurrentis
DB08908,Relapsing Forms of MS
DB00060,Relapsing Multiple Sclerosis (RMS)
DB00068,Relapsing Multiple Sclerosis (RMS)
DB00111,Relapsing Multiple Sclerosis (RMS)
DB06650,Relapsing Multiple Sclerosis (RMS)
DB08868,Relapsing Multiple Sclerosis (RMS)
DB11988,Relapsing Multiple Sclerosis (RMS)
DB12016,Relapsing Multiple Sclerosis (RMS)
DB12371,Relapsing Multiple Sclerosis (RMS)
DB12612,Relapsing Multiple Sclerosis (RMS)
DB00250,Relapsing Polychondritis
DB00635,Relapsing Polychondritis
DB00860,Relapsing Polychondritis
DB00087,Relapsing Remitting Multiple Sclerosis (RRMS)
DB00108,Relapsing Remitting Multiple Sclerosis (RRMS)
DB01204,Relapsing Remitting Multiple Sclerosis (RRMS)
DB05259,Relapsing Remitting Multiple Sclerosis (RRMS)
DB06650,Relapsing Remitting Multiple Sclerosis (RRMS)
DB08908,Relapsing Remitting Multiple Sclerosis (RRMS)
DB11850,Relapsing Remitting Multiple Sclerosis (RRMS)
DB11988,Relapsing Remitting Multiple Sclerosis (RRMS)
DB12016,Relapsing Remitting Multiple Sclerosis (RRMS)
DB12612,Relapsing Remitting Multiple Sclerosis (RRMS)
DB14783,Relapsing Remitting Multiple Sclerosis (RRMS)
DB14999,Relapsing Remitting Multiple Sclerosis (RRMS)
DB01590,"Renal angiomyolipoma, tuberous sclerosis complex"
DB00877,Renal Angiomyolipomas
DB06703,Renal artery occlusion
DB01268,Renal Cell Carcinoma (RCC)
DB05258,Renal Cell Carcinoma (RCC)
DB09037,Renal Cell Carcinoma (RCC)
DB11800,Renal Cell Carcinoma (RCC)
DB15463,Renal Cell Carcinoma (RCC)
DB01268,Renal Cell Carcinoma Recurrent
DB00424,Renal Colic
DB09214,Renal Colic
DB12944,Renal Colic
DB13835,Renal Colic
DB00135,"Renal Failure, Chronic Renal Failure"
DB00150,"Renal Failure, Chronic Renal Failure"
DB01164,"Renal Failure, Chronic Renal Failure"
DB01646,"Renal Failure, Chronic Renal Failure"
DB03229,"Renal Failure, Chronic Renal Failure"
DB09436,Renal parenchymal disorders
DB09227,Renal parenchymal hypertension
DB09231,Renal parenchymal hypertension
DB09153,Renal Replacement Therapies
DB14082,Renal structural abnormalities and trauma
DB00999,Renal tubular acidosis
DB09125,Renal tubular acidosis
DB09227,Renovascular Hypertension
DB15617,Requirement for rapid iron delivery
DB09035,Resectable Non-small Cell Lung Cancer
DB13615,"Resectable, nonmetastatic Osteosarcoma"
DB09035,Residual Esophageal Cancer
DB09035,Residual Gastroesophageal Junction Cancer
DB00663,Resistant to other corticosteroids Dermatosis
DB00994,Resistant to other corticosteroids Dermatosis
DB00341,Respiratory Allergy
DB00852,Respiratory Allergy
DB00201,Respiratory Depression
DB01010,Respiratory Depression
DB01183,Respiratory Depression
DB06174,Respiratory Diseases
DB14631,Respiratory Diseases
DB14669,Respiratory Diseases
DB09140,Respiratory Disorders
DB13315,Respiratory Disorders
DB15881,Respiratory Disorders
DB00668,Respiratory Distress
DB06415,Respiratory Distress Syndrome
DB06761,Respiratory Distress Syndrome
DB09113,Respiratory Distress Syndrome
DB09079,Respiratory Function Impaired
DB04339,Respiratory Illness
DB01430,Respiratory Insufficiency
DB01430,Respiratory Insufficiency caused by Chronic Bronchitis
DB08979,Respiratory Symptoms
DB00388,Respiratory tract congestion
DB00254,Respiratory Tract Infection Bacterial
DB00479,Respiratory Tract Infection Bacterial
DB15975,Respiratory Tract Infection Bacterial
DB01327,Respiratory Tract Infection Bacterial caused by susceptible Bacterial Infections
DB00199,Respiratory Tract Infections (RTI)
DB00415,Respiratory Tract Infections (RTI)
DB00567,Respiratory Tract Infections (RTI)
DB00618,Respiratory Tract Infections (RTI)
DB00778,Respiratory Tract Infections (RTI)
DB01017,Respiratory Tract Infections (RTI)
DB01139,Respiratory Tract Infections (RTI)
DB01321,Respiratory Tract Infections (RTI)
DB01333,Respiratory Tract Infections (RTI)
DB09320,Respiratory Tract Infections (RTI)
DB09357,Respiratory Tract Infections (RTI)
DB01190,Respiratory Tract Infections (RTI) caused by susceptible pneumococci
DB01190,Respiratory Tract Infections (RTI) caused by susceptible Staphylococcus
DB01190,Respiratory Tract Infections (RTI) caused by susceptible streptococci
DB00388,Respiratory tract irritation
DB00564,Restless Legs Syndrome (RLS)
DB01068,Restless Legs Syndrome (RLS)
DB01235,Restless Legs Syndrome (RLS)
DB01592,Restless Legs Syndrome (RLS)
DB08872,Restless Legs Syndrome (RLS)
DB00477,Restlessness
DB00668,Resuscitation in cardiac arrest following anesthetic accidents
DB00531,Retinoblastoma
DB00541,Retinoblastoma
DB00773,Retinoblastoma
DB00958,Retinoblastoma
DB08885,Retinopathy of Prematurity (ROP)
DB06045,Rett Syndrome
DB01076,Revascularization procedures
DB01095,Revascularization procedures
DB01205,Reversal of sedation therapy
DB00541,Rhabdomyosarcomas
DB00762,Rhabdomyosarcomas
DB00970,Rhabdomyosarcomas
DB00281,Rheumatic Diseases
DB14631,Rheumatic disorder
DB00741,"Rheumatic heart disease, unspecified"
DB00281,Rheumatic Joint Disease
DB00423,Rheumatism
DB00586,Rheumatism
DB00945,Rheumatism
DB09212,Rheumatism
DB11324,Rheumatism
DB13524,Rheumatism
DB13527,Rheumatism
DB14669,Rheumatism
DB15576,Rheumatism
DB15764,Rheumatism
DB08984,"Rheumatism, Muscular"
DB13524,"Rheumatism, Muscular"
DB00005,Rheumatoid Arthritis
DB00091,Rheumatoid Arthritis
DB00297,Rheumatoid Arthritis
DB00316,Rheumatoid Arthritis
DB00338,Rheumatoid Arthritis
DB00443,Rheumatoid Arthritis
DB00461,Rheumatoid Arthritis
DB00469,Rheumatoid Arthritis
DB00482,Rheumatoid Arthritis
DB00500,Rheumatoid Arthritis
DB00554,Rheumatoid Arthritis
DB00563,Rheumatoid Arthritis
DB00573,Rheumatoid Arthritis
DB00580,Rheumatoid Arthritis
DB00586,Rheumatoid Arthritis
DB00605,Rheumatoid Arthritis
DB00608,Rheumatoid Arthritis
DB00620,Rheumatoid Arthritis
DB00635,Rheumatoid Arthritis
DB00712,Rheumatoid Arthritis
DB00741,Rheumatoid Arthritis
DB00749,Rheumatoid Arthritis
DB00788,Rheumatoid Arthritis
DB00795,Rheumatoid Arthritis
DB00814,Rheumatoid Arthritis
DB00860,Rheumatoid Arthritis
DB00861,Rheumatoid Arthritis
DB00863,Rheumatoid Arthritis
DB00864,Rheumatoid Arthritis
DB00939,Rheumatoid Arthritis
DB00945,Rheumatoid Arthritis
DB00959,Rheumatoid Arthritis
DB00991,Rheumatoid Arthritis
DB00993,Rheumatoid Arthritis
DB00995,Rheumatoid Arthritis
DB01009,Rheumatoid Arthritis
DB01050,Rheumatoid Arthritis
DB01097,Rheumatoid Arthritis
DB01234,Rheumatoid Arthritis
DB01284,Rheumatoid Arthritis
DB01285,Rheumatoid Arthritis
DB01380,Rheumatoid Arthritis
DB01401,Rheumatoid Arthritis
DB01600,Rheumatoid Arthritis
DB01611,Rheumatoid Arthritis
DB01628,Rheumatoid Arthritis
DB06725,Rheumatoid Arthritis
DB06736,Rheumatoid Arthritis
DB07402,Rheumatoid Arthritis
DB08981,Rheumatoid Arthritis
DB08984,Rheumatoid Arthritis
DB09214,Rheumatoid Arthritis
DB09276,Rheumatoid Arthritis
DB11582,Rheumatoid Arthritis
DB13527,Rheumatoid Arthritis
DB14539,Rheumatoid Arthritis
DB14545,Rheumatoid Arthritis
DB14644,Rheumatoid Arthritis
DB14669,Rheumatoid Arthritis
DB15883,Rheumatoid Arthritis
DB00443,"Rheumatoid Arthritis, Juvenile"
DB00482,"Rheumatoid Arthritis, Juvenile"
DB00500,"Rheumatoid Arthritis, Juvenile"
DB00635,"Rheumatoid Arthritis, Juvenile"
DB00741,"Rheumatoid Arthritis, Juvenile"
DB00788,"Rheumatoid Arthritis, Juvenile"
DB00860,"Rheumatoid Arthritis, Juvenile"
DB00959,"Rheumatoid Arthritis, Juvenile"
DB00991,"Rheumatoid Arthritis, Juvenile"
DB01234,"Rheumatoid Arthritis, Juvenile"
DB01285,"Rheumatoid Arthritis, Juvenile"
DB01380,"Rheumatoid Arthritis, Juvenile"
DB09276,"Rheumatoid Arthritis, Juvenile"
DB14545,"Rheumatoid Arthritis, Juvenile"
DB00332,Rhinitis
DB00588,Rhinitis
DB06151,Rhinitis
DB08801,Rhinitis
DB08979,Rhinitis
DB11386,Rhinitis
DB12877,Rhinitis
DB13679,Rhinitis
DB15881,Rhinitis
DB15956,Rhinitis
DB16618,Rhinitis
DB00956,Rhinitis caused by Common Cold
DB00455,Rhinitis Perennial
DB00588,Rhinitis Perennial
DB00945,Rhino Sinusitis
DB01222,Rhino Sinusitis
DB00316,Rhinopharyngitis
DB00388,Rhinopharyngitis
DB06764,Rhinopharyngitis
DB08979,Rhinopharyngitis
DB13714,Rhinopharyngitis
DB00316,Rhinorrhoea
DB00388,Rhinorrhoea
DB00397,Rhinorrhoea
DB00455,Rhinorrhoea
DB00514,Rhinorrhoea
DB00572,Rhinorrhoea
DB00588,Rhinorrhoea
DB00835,Rhinorrhoea
DB00852,Rhinorrhoea
DB00874,Rhinorrhoea
DB00935,Rhinorrhoea
DB01075,Rhinorrhoea
DB01114,Rhinorrhoea
DB01364,Rhinorrhoea
DB06691,Rhinorrhoea
DB06767,Rhinorrhoea
DB08797,Rhinorrhoea
DB08801,Rhinorrhoea
DB09209,Rhinorrhoea
DB13163,Rhinorrhoea
DB13293,Rhinorrhoea
DB13624,Rhinorrhoea
DB14006,Rhinorrhoea
DB01436,Rickets
DB06724,Rickets
DB11257,Rickets
DB13365,Rickets
DB00618,Rickettsia Infections
DB01017,Rickettsia Infections
DB00254,Rickettsial infectious disorders
DB00759,Rickettsialpox
DB01017,Rickettsialpox
DB00257,Ringworm
DB00525,Ringworm
DB00878,Ringworm
DB01110,Ringworm
DB01127,Ringworm
DB03255,Ringworm
DB03793,Ringworm
DB11117,Ringworm
DB00620,Ringworm Folliculitis
DB00936,Ringworm of the scalp
DB00936,Ringworm of the Skin
DB00759,Rocky Mountain Spotted Fever
DB01017,Rocky Mountain Spotted Fever
DB01718,Root Canal Disinfection
DB00602,Rosacea
DB00759,Rosacea
DB00860,Rosacea
DB00982,Rosacea
DB01234,Rosacea
DB01380,Rosacea
DB00873,Rosacea
DB00027,Rosacea conjunctivitis
DB10276,Rotavirus Gastroenteritis caused by rotavirus G1
DB10276,Rotavirus Gastroenteritis caused by rotavirus G2
DB10276,Rotavirus Gastroenteritis caused by rotavirus G3
DB10276,Rotavirus Gastroenteritis caused by rotavirus G4
DB10276,Rotavirus Gastroenteritis caused by rotavirus G9
DB00028,Rubella
DB10317,Rubella
DB00819,Salicylate intoxication
DB01390,Salicylate poisoning
DB14496,Salivary gland disorder
DB00424,Salivary secretions
DB00415,Salmonella
DB00671,Salmonella Infections
DB00687,Salt-losing Androgenital syndrome
DB00608,Sarcoidosis
DB01234,Sarcoidosis
DB00591,Scab
DB00265,Scabies
DB00431,Scabies
DB00602,Scabies
DB00676,Scabies
DB04930,Scabies
DB08823,Scabies
DB13326,Scald Burn Injuries
DB00936,Scaling
DB00936,Scaling of skin
DB01839,Scalp Health
DB00825,Scalp irritation
DB01718,Scaly skin of the scalp
DB00417,Scarlet Fever
DB09320,Scarlet Fever
DB09320,Scarlet Fever caused by susceptible streptococci
DB11100,Scarring
DB00582,Scedosporium Infection
DB01058,Schistosoma infection
DB01267,Schizoaffective Disorders
DB00246,Schizophrenia
DB00334,Schizophrenia
DB00391,Schizophrenia
DB00408,Schizophrenia
DB00420,Schizophrenia
DB00433,Schizophrenia
DB00477,Schizophrenia
DB00502,Schizophrenia
DB00656,Schizophrenia
DB00679,Schizophrenia
DB00734,Schizophrenia
DB00831,Schizophrenia
DB00850,Schizophrenia
DB01224,Schizophrenia
DB01238,Schizophrenia
DB01239,Schizophrenia
DB01267,Schizophrenia
DB01403,Schizophrenia
DB01618,Schizophrenia
DB01622,Schizophrenia
DB01623,Schizophrenia
DB01624,Schizophrenia
DB04946,Schizophrenia
DB06016,Schizophrenia
DB06077,Schizophrenia
DB06144,Schizophrenia
DB06216,Schizophrenia
DB08815,Schizophrenia
DB09128,Schizophrenia
DB12543,Schizophrenia
DB14185,Schizophrenia
DB13384,Schizophrenia and other psychotic disorders
DB12401,Schizophrenic Psychoses
DB00281,Sciatica
DB13195,Sciatica
DB15764,Sciatica
DB15774,Sciatica
DB00027,Scleritis
