diseaseId	diseaseName	type	MeSH_tree_number	MeSH_heading
C0678189	Hyperlipidemia, group A	disease	C18	   Nutritional and Metabolic Diseases
C0268654	Iminoglycinuria	disease	C18	   Nutritional and Metabolic Diseases
C1299614	Non-insulin-dependent diabetes mellitus with unspecified complications	disease	C18	   Nutritional and Metabolic Diseases
C0079504	Hermanski-Pudlak Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0393554	Amyotrophic Lateral Sclerosis With Dementia	disease	C18	   Nutritional and Metabolic Diseases
C0860549	Refeeding Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C3714237	Trifunctional Protein Deficiency, Type 2	disease	C18	   Nutritional and Metabolic Diseases
C0740749	Chronic metabolic acidosis	disease	C18	   Nutritional and Metabolic Diseases
C0751651	Mitochondrial Diseases	group	C18	   Nutritional and Metabolic Diseases
C1857747	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2 (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C0376286	Avitaminosis	disease	C18	   Nutritional and Metabolic Diseases
C1864910	Glutamine deficiency, congenital	disease	C18	   Nutritional and Metabolic Diseases
C3489447	Hyperkalemic Periodic Paralysis Type 2	disease	C18	   Nutritional and Metabolic Diseases
C1563696	DNA Repair-Deficiency Disorders	group	C18	   Nutritional and Metabolic Diseases
C2936858	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0854359	Insulin autoimmune syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0155127	Familial Amyloid Polyneuropathy, Type V	disease	C18	   Nutritional and Metabolic Diseases
C0267662	Congenital chloride diarrhea	disease	C18	   Nutritional and Metabolic Diseases
C0271706	Hyperplasia of pancreatic islet beta cell	disease	C18	   Nutritional and Metabolic Diseases
C0268497	Brown oculocutaneous albinism	disease	C18	   Nutritional and Metabolic Diseases
C0268412	Infantile hypophosphatasia	disease	C18	   Nutritional and Metabolic Diseases
C0235430	Ketonemia	phenotype	C18	   Nutritional and Metabolic Diseases
C1838979	MITOCHONDRIAL COMPLEX I DEFICIENCY	disease	C18	   Nutritional and Metabolic Diseases
C1838657	Vitamin D Hydroxylation-Deficient Rickets, Type 1B	disease	C18	   Nutritional and Metabolic Diseases
C0745103	Hyperlipoproteinemia Type IIa	disease	C18	   Nutritional and Metabolic Diseases
C1853136	Neutral Lipid Storage Disease with Myopathy	disease	C18	   Nutritional and Metabolic Diseases
C0271713	Ketotic hypoglycemia	phenotype	C18	   Nutritional and Metabolic Diseases
C0751434	Classical phenylketonuria	disease	C18	   Nutritional and Metabolic Diseases
C1708272	HIV lipodystrophy	disease	C18	   Nutritional and Metabolic Diseases
C0268542	Ornithine carbamoyltransferase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1859516	Episodic metabolic acidosis	phenotype	C18	   Nutritional and Metabolic Diseases
C0574083	3-Methylglutaconic aciduria type 2	disease	C18	   Nutritional and Metabolic Diseases
C0002726	Amyloidosis	disease	C18	   Nutritional and Metabolic Diseases
C1865409	Amyotrophic Lateral Sclerosis 4, Juvenile	disease	C18	   Nutritional and Metabolic Diseases
C0400973	Synthetic defect of bile acids	disease	C18	   Nutritional and Metabolic Diseases
C0342869	Deficiency of acetyl-CoA acyltransferase (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C3711385	Deoxyguanosine Kinase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1968740	Glycogen Storage Disease IIIB	disease	C18	   Nutritional and Metabolic Diseases
C2718087	Vitamin K Deficiency Bleeding	disease	C18	   Nutritional and Metabolic Diseases
C1863512	HYPERCHOLESTEROLEMIA, AUTOSOMAL RECESSIVE	disease	C18	   Nutritional and Metabolic Diseases
C0268560	Hyperglycinemia, Transient Neonatal	disease	C18	   Nutritional and Metabolic Diseases
C0432328	Xeroderma pigmentosum, variant form	disease	C18	   Nutritional and Metabolic Diseases
C0022350	Jaundice, Chronic Idiopathic	disease	C18	   Nutritional and Metabolic Diseases
C1136135	Water Stress	disease	C18	   Nutritional and Metabolic Diseases
C1836460	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2	disease	C18	   Nutritional and Metabolic Diseases
C0268273	Gangliosidosis, Generalized GM1, Type 3	disease	C18	   Nutritional and Metabolic Diseases
C0085110	Severe Combined Immunodeficiency	disease	C18	   Nutritional and Metabolic Diseases
C4551501	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1	disease	C18	   Nutritional and Metabolic Diseases
C0342653	Acquired hypophosphatemia	disease	C18	   Nutritional and Metabolic Diseases
C4727947	Hypophosphataemic osteomalacia	disease	C18	   Nutritional and Metabolic Diseases
C0268568	Classic Maple Syrup Urine Disease	disease	C18	   Nutritional and Metabolic Diseases
C2931067	Cholestasis, progressive familial intrahepatic 4	disease	C18	   Nutritional and Metabolic Diseases
C1864668	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4	disease	C18	   Nutritional and Metabolic Diseases
C0949496	Luft Disease	disease	C18	   Nutritional and Metabolic Diseases
C0268255	Farber Lipogranulomatosis	disease	C18	   Nutritional and Metabolic Diseases
C3494506	Pseudohypoparathyroidism, Type Ia	disease	C18	   Nutritional and Metabolic Diseases
C4303082	Hyperinsulinism due to uncoupling protein 2 deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2931418	Bare lymphocyte syndrome 2	disease	C18	   Nutritional and Metabolic Diseases
C1856057	Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type	disease	C18	   Nutritional and Metabolic Diseases
C4551966	GLUT1 DEFICIENCY SYNDROME 1	disease	C18	   Nutritional and Metabolic Diseases
C1846288	Recurrent hypoglycemia	phenotype	C18	   Nutritional and Metabolic Diseases
C0021141	Inappropriate ADH Syndrome	phenotype	C18	   Nutritional and Metabolic Diseases
C4552029	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1	disease	C18	   Nutritional and Metabolic Diseases
C1275461	Familial hypercholesterolemia due to genetic defect of apolipoprotein B	disease	C18	   Nutritional and Metabolic Diseases
C0268523	Glutamate-cysteine ligase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0406607	Insulin lipoatrophy	disease	C18	   Nutritional and Metabolic Diseases
C0752110	Central Nervous System Inborn Metabolic Diseases	group	C18	   Nutritional and Metabolic Diseases
C4317171	Adolescent Obesity	phenotype	C18	   Nutritional and Metabolic Diseases
C2350233	Antley-Bixler Syndrome Phenotype	disease	C18	   Nutritional and Metabolic Diseases
C0410214	Myopathy with Abnormal Lipid Metabolism	disease	C18	   Nutritional and Metabolic Diseases
C0085547	Phenylketonuria, Maternal	disease	C18	   Nutritional and Metabolic Diseases
C3536984	Vitamin D-Resistant Rickets, X-Linked	disease	C18	   Nutritional and Metabolic Diseases
C2749346	Refsum Disease, Adult, 2	disease	C18	   Nutritional and Metabolic Diseases
C0238621	Aminoaciduria	disease	C18	   Nutritional and Metabolic Diseases
C4025276	Congenital lactic acidosis	disease	C18	   Nutritional and Metabolic Diseases
C4274324	Genetic recurrent myoglobinuria	disease	C18	   Nutritional and Metabolic Diseases
C2673266	KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY	disease	C18	   Nutritional and Metabolic Diseases
C2931862	Familial hyperchylomicronemia syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1859088	COPPER TOXICOSIS, IDIOPATHIC	disease	C18	   Nutritional and Metabolic Diseases
C1863239	Partial adenosine deaminase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0524620	Metabolic Syndrome X	disease	C18	   Nutritional and Metabolic Diseases
C0020617	Hypoglycemic coma	disease	C18	   Nutritional and Metabolic Diseases
C0595901	Serum chloride level decreased (finding)	phenotype	C18	   Nutritional and Metabolic Diseases
C0086652	Mucopolysaccharidosis type IVB	disease	C18	   Nutritional and Metabolic Diseases
C1839866	Elevated serum acid phosphatase	phenotype	C18	   Nutritional and Metabolic Diseases
C0342346	Pseudohypoparathyroidism and pseudopseudohypoparathyroidism	disease	C18	   Nutritional and Metabolic Diseases
C0268529	Proline dehydrogenase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2931092	Maternally Inherited Leigh Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C2931296	Yorifuji Okuno syndrome	disease	C18	   Nutritional and Metabolic Diseases
C4042945	Severe Acute Malnutrition	disease	C18	   Nutritional and Metabolic Diseases
C0085570	Hypokalemic alkalosis	disease	C18	   Nutritional and Metabolic Diseases
C0342283	Hyperproinsulinemia	disease	C18	   Nutritional and Metabolic Diseases
C0020443	Hypercholesterolemia	disease	C18	   Nutritional and Metabolic Diseases
C0029442	Osteomalacia	disease	C18	   Nutritional and Metabolic Diseases
C0338462	Semantic Dementia	disease	C18	   Nutritional and Metabolic Diseases
C0432217	Wolcott-Rallison syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1302836	Lipomatous hamartoma	disease	C18	   Nutritional and Metabolic Diseases
C0035288	Reticuloendotheliosis, X-linked	disease	C18	   Nutritional and Metabolic Diseases
C1847555	Hyperinsulinemic hypoglycemia, familial, 6	disease	C18	   Nutritional and Metabolic Diseases
C0456126	Neonatal rickets	disease	C18	   Nutritional and Metabolic Diseases
C0235988	Serum iron low (finding)	phenotype	C18	   Nutritional and Metabolic Diseases
C0221065	Subacute Combined Degeneration	disease	C18	   Nutritional and Metabolic Diseases
C0451694	Severe combined immunodeficiency with low or normal B-cell numbers	disease	C18	   Nutritional and Metabolic Diseases
C4316899	Cystinosis	disease	C18	   Nutritional and Metabolic Diseases
C0543859	Amyotrophic Lateral Sclerosis, Guam Form	disease	C18	   Nutritional and Metabolic Diseases
C1257753	Child Malnutrition	disease	C18	   Nutritional and Metabolic Diseases
C0152256	Disuse osteoporosis	disease	C18	   Nutritional and Metabolic Diseases
C3839604	Postpartum gestational diabetes mellitus	disease	C18	   Nutritional and Metabolic Diseases
C1832392	DIABETES MELLITUS, INSULIN-DEPENDENT, 12	disease	C18	   Nutritional and Metabolic Diseases
C0267839	Hepatic amyloidosis	disease	C18	   Nutritional and Metabolic Diseases
C3495426	Homocysteinemia	disease	C18	   Nutritional and Metabolic Diseases
C0042847	Vitamin B 12 Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1857802	MORM syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1855102	Methylmalonic aciduria cblB type	disease	C18	   Nutritional and Metabolic Diseases
C0221018	Hereditary sideroblastic anemia	disease	C18	   Nutritional and Metabolic Diseases
C2362324	Pediatric Obesity	disease	C18	   Nutritional and Metabolic Diseases
C1848914	Hexosaminidase A Deficiency, Adult Type	disease	C18	   Nutritional and Metabolic Diseases
C0392607	Severe combined immunodeficiency due to adenosine deaminase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C4554601	Amyloidosis cutis dyschromia	disease	C18	   Nutritional and Metabolic Diseases
C3824872	Obesity in animals	disease	C18	   Nutritional and Metabolic Diseases
C0348944	Hyperuricemia without signs of inflammatory arthritis and tophaceous disease	disease	C18	   Nutritional and Metabolic Diseases
C1720779	Apolipoprotein C-II Deficiency (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C1832544	DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1 (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C1850544	Hypernatremic dehydration	phenotype	C18	   Nutritional and Metabolic Diseases
C0268292	Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1848916	Tay-Sachs Disease, Variant B1	disease	C18	   Nutritional and Metabolic Diseases
C1855923	Hyperphosphatasia with Mental Retardation	disease	C18	   Nutritional and Metabolic Diseases
C0740895	Hypochloremic metabolic alkalosis	disease	C18	   Nutritional and Metabolic Diseases
C0268548	Hyperargininemia	phenotype	C18	   Nutritional and Metabolic Diseases
C0020459	Hyperinsulinism	disease	C18	   Nutritional and Metabolic Diseases
C0268287	Deficiency of steroid 21-monooxygenase	disease	C18	   Nutritional and Metabolic Diseases
C0033835	Pseudopseudohypoparathyroidism	disease	C18	   Nutritional and Metabolic Diseases
C1842362	HERMANSKY-PUDLAK SYNDROME 2	disease	C18	   Nutritional and Metabolic Diseases
C1865145	Congenital disorder of glycosylation type 1B	disease	C18	   Nutritional and Metabolic Diseases
C0268164	Primary hyperoxaluria, type I	disease	C18	   Nutritional and Metabolic Diseases
C0020615	Hypoglycemia	disease	C18	   Nutritional and Metabolic Diseases
C0751198	Hepatic Stupor	disease	C18	   Nutritional and Metabolic Diseases
C3808991	NGLY1 deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0751917	Pelizaeus-Merzbacher Disease, Transitional	disease	C18	   Nutritional and Metabolic Diseases
C1969799	Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation	disease	C18	   Nutritional and Metabolic Diseases
C1857316	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY	disease	C18	   Nutritional and Metabolic Diseases
C1853297	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION	disease	C18	   Nutritional and Metabolic Diseases
C2677299	CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C0342861	Uroporphyrinogen decarboxylase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0034139	Purine-Pyrimidine Metabolism, Inborn Errors	group	C18	   Nutritional and Metabolic Diseases
C0019147	Hepatic Coma	disease	C18	   Nutritional and Metabolic Diseases
C0001627	Congenital adrenal hyperplasia	disease	C18	   Nutritional and Metabolic Diseases
C0085207	Gestational Diabetes	phenotype	C18	   Nutritional and Metabolic Diseases
C1855369	Maple Syrup Urine Disease, Type IA	disease	C18	   Nutritional and Metabolic Diseases
C1135773	Acquired Metabolic Diseases, Nervous System	group	C18	   Nutritional and Metabolic Diseases
C1867968	Porphyria Cutanea Tarda, Type I	disease	C18	   Nutritional and Metabolic Diseases
C2673536	Combined Cellular And Humoral Immune Defects With Granulomas	disease	C18	   Nutritional and Metabolic Diseases
C1401162	Carbohydrate intolerance	disease	C18	   Nutritional and Metabolic Diseases
C2931840	Aspartylglucosamidase (AGA) deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0342649	Vascular calcification	phenotype	C18	   Nutritional and Metabolic Diseases
C1969054	Glycogen Storage Disease 0, Muscle	disease	C18	   Nutritional and Metabolic Diseases
C0268623	Tyrosinemia, Type III	disease	C18	   Nutritional and Metabolic Diseases
C1832443	Martinez-Frias Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C2673642	Combined Oxidative Phosphorylation Deficiency 5	disease	C18	   Nutritional and Metabolic Diseases
C0033806	Pseudohypoparathyroidism	disease	C18	   Nutritional and Metabolic Diseases
C4510276	Psychomotor retardation due to S-adenosylhomocysteine hydrolase deficiency	phenotype	C18	   Nutritional and Metabolic Diseases
C0017925	Glycogen Storage Disease Type VI	disease	C18	   Nutritional and Metabolic Diseases
C4303475	Hyperinsulinism due to HNF1A deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1855498	Lipase deficiency combined	disease	C18	   Nutritional and Metabolic Diseases
C0039292	Tangier Disease	disease	C18	   Nutritional and Metabolic Diseases
C0403554	Renal Tubular Acidosis, Distal, with Progressive Nerve Deafness	disease	C18	   Nutritional and Metabolic Diseases
C0342881	Familial hypercholesterolemia - homozygous	disease	C18	   Nutritional and Metabolic Diseases
C0011854	Diabetes Mellitus, Insulin-Dependent	disease	C18	   Nutritional and Metabolic Diseases
C0282193	Iron Overload	disease	C18	   Nutritional and Metabolic Diseases
C0406584	Acrogeria, gottron type	disease	C18	   Nutritional and Metabolic Diseases
C0751667	Canavan Disease, Juvenile	disease	C18	   Nutritional and Metabolic Diseases
C1282908	De Vaal's syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1704429	Hypoalphalipoproteinemia, Familial	disease	C18	   Nutritional and Metabolic Diseases
C2751855	Hypomyelination, Global Cerebral	disease	C18	   Nutritional and Metabolic Diseases
C1855466	Hypomagnesemia 5, Renal, with Ocular Involvement	disease	C18	   Nutritional and Metabolic Diseases
C0398739	Congenital disorder of glycosylation, type 2C	disease	C18	   Nutritional and Metabolic Diseases
C0016719	Friedreich Ataxia	disease	C18	   Nutritional and Metabolic Diseases
C0011175	Dehydration	phenotype	C18	   Nutritional and Metabolic Diseases
C2749283	Gm2-Gangliosidosis, Variant B1	disease	C18	   Nutritional and Metabolic Diseases
C1855841	Hypocalcemic seizures	disease	C18	   Nutritional and Metabolic Diseases
C3550273	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)	disease	C18	   Nutritional and Metabolic Diseases
